cohesion_kPa,unit_weight_kNm3,slope_height_m,slope_angle_deg,friction_angle_deg,water_table_ratio,af_seismic_coeff,nf_param,mf_param,teetas_param,stability_number,FOS,stability_status
27.83,18.93,54.0,30.5,34.3,17.3,738.24,1.02,2.01,0.34,0.0272,2.65695,Stable
28.27,18.94,54.4,30.8,34.5,17.66,746.11,1.06,2.03,0.34,0.0274,2.6688,Stable
28.7,18.93,54.8,31.2,34.7,18.01,753.97,1.1,2.06,0.34,0.0277,2.67569,Stable
29.13,18.93,55.2,31.6,35.0,18.37,761.84,1.14,2.08,0.35,0.0279,2.69164,Stable
29.57,18.93,55.6,31.9,35.2,18.72,769.7,1.18,2.1,0.35,0.0281,2.70329,Stable
30.0,18.94,56.0,32.3,35.4,19.08,777.57,1.22,2.13,0.35,0.0283,2.7083,Stable
30.43,18.93,56.4,32.6,35.7,19.43,785.44,1.26,2.15,0.35,0.0285,2.72937,Stable
30.86,18.94,56.7,33.0,35.9,19.78,793.3,1.3,2.18,0.36,0.0287,2.7354,Stable
31.3,18.94,57.1,33.3,36.2,20.14,801.17,1.34,2.2,0.36,0.0289,2.75644,Stable
31.73,18.94,57.5,33.7,36.4,20.49,809.03,1.37,2.22,0.36,0.0291,2.76174,Stable
32.16,18.94,57.9,34.0,36.6,20.85,816.9,1.41,2.25,0.36,0.0293,2.77274,Stable
32.6,18.94,58.3,34.4,36.9,21.2,824.77,1.45,2.27,0.37,0.0295,2.78897,Stable
33.03,18.94,58.7,34.7,37.1,21.56,832.63,1.49,2.29,0.37,0.0297,2.80121,Stable
33.46,18.93,59.1,35.1,37.3,21.91,840.5,1.53,2.32,0.37,0.0299,2.80796,Stable
33.9,18.94,59.5,35.4,37.6,22.26,848.37,1.57,2.34,0.37,0.0301,2.82913,Stable
34.33,18.94,59.9,35.8,37.8,22.62,856.23,1.61,2.36,0.37,0.0303,2.83687,Stable
34.76,18.94,10.3,36.2,38.0,22.97,864.1,1.65,2.39,0.38,0.1782,7.45176,Stable
35.2,18.93,10.7,36.5,38.3,23.33,871.96,1.69,2.41,0.38,0.1738,7.38039,Stable
35.63,18.93,11.1,36.9,38.5,23.68,879.83,1.73,2.43,0.38,0.1696,7.28128,Stable
36.06,18.94,11.5,37.2,38.8,24.04,887.7,1.77,2.46,0.38,0.1656,7.21638,Stable
36.49,18.94,11.9,37.6,39.0,24.39,895.56,1.81,2.48,0.39,0.1619,7.13115,Stable
36.93,18.94,12.2,37.9,39.2,24.74,903.43,1.85,2.5,0.39,0.1598,7.10023,Stable
37.36,18.94,12.6,38.3,39.5,25.1,911.29,1.89,2.53,0.39,0.1566,7.04701,Stable
37.79,18.94,13.0,38.6,39.7,25.45,919.16,1.92,2.55,0.39,0.1535,6.98083,Stable
38.23,18.93,13.4,39.0,39.9,25.81,927.03,1.96,2.57,0.4,0.1507,6.92047,Stable
38.66,18.93,13.8,39.4,10.2,26.16,934.89,2.0,2.6,0.4,0.148,2.23109,Stable
39.09,18.94,14.2,39.7,10.4,26.52,942.76,2.04,2.62,0.4,0.1453,2.22044,Stable
39.53,18.94,14.6,40.1,10.6,26.87,950.63,2.08,2.64,0.4,0.143,2.21061,Stable
39.96,18.94,15.0,40.4,10.9,27.22,958.49,2.12,2.67,0.41,0.1407,2.21499,Stable
40.39,18.94,15.4,40.8,11.1,27.58,966.36,2.16,2.69,0.41,0.1385,2.20605,Stable
40.82,18.94,15.8,41.1,11.4,27.93,974.22,2.2,2.71,0.41,0.1364,2.21183,Stable
41.26,18.93,16.2,41.5,11.6,28.29,982.09,2.24,2.74,0.41,0.1345,2.20502,Stable
41.69,18.94,16.6,41.8,11.8,28.64,989.96,2.28,2.76,0.42,0.1326,2.19969,Stable
42.12,18.94,17.0,42.2,12.1,29.0,997.82,2.32,2.78,0.42,0.1308,2.20502,Stable
42.56,18.94,17.4,42.5,12.3,29.35,6.69,2.36,2.81,0.42,0.1291,1.28829,Stable
42.99,18.94,17.8,42.9,12.5,29.71,14.55,2.4,2.83,0.42,0.1275,1.27852,Stable
43.42,18.94,18.2,43.2,12.8,30.06,22.42,2.44,2.85,0.42,0.126,1.2742,Stable
43.86,18.94,18.6,43.6,13.0,30.41,30.29,2.47,2.88,0.43,0.1245,1.265,Stable
44.29,18.94,19.0,44.0,13.2,30.77,38.15,2.51,2.9,0.43,0.1231,1.25657,Stable
44.72,18.93,19.3,44.3,13.5,31.12,46.02,2.55,2.92,0.43,0.1224,1.25777,Stable
45.16,18.94,19.7,44.7,13.7,31.48,53.89,2.59,2.95,0.43,0.121,1.24917,Stable
45.59,18.94,20.1,45.0,14.0,31.83,61.75,2.63,2.97,0.44,0.1198,1.24678,Stable
46.02,18.94,20.5,45.4,14.2,32.19,69.62,2.67,2.99,0.44,0.1185,1.23895,Stable
46.45,18.93,20.9,45.7,14.4,32.54,77.48,2.71,0.05,0.44,0.1174,2.22345,Stable
46.89,18.94,21.3,46.1,14.7,32.89,85.35,2.75,0.07,0.44,0.1162,2.20471,Stable
47.32,18.94,21.7,46.4,14.9,33.25,93.22,2.79,0.09,0.45,0.1151,2.18031,Stable
47.75,18.93,22.1,46.8,15.1,33.6,101.08,2.83,0.12,0.45,0.1141,2.14358,Stable
48.19,18.93,22.5,47.2,15.4,33.96,108.95,2.87,0.14,0.45,0.1131,2.13054,Stable
48.62,18.94,22.9,47.5,15.6,34.31,116.81,2.91,0.16,0.45,0.1121,2.11018,Stable
49.05,18.93,23.3,47.8,15.8,34.67,124.68,2.95,0.19,0.46,0.1112,2.08151,Stable
49.49,18.93,23.7,48.2,16.1,35.02,132.55,2.99,0.21,0.46,0.1103,2.07142,Stable
49.92,18.94,24.1,48.6,16.3,35.37,140.41,3.02,0.23,0.46,0.1094,2.05287,Stable
50.35,18.94,24.5,48.9,16.6,35.73,148.28,3.06,0.26,0.46,0.1085,2.03631,Stable
50.79,18.94,24.8,49.3,16.8,36.08,156.15,3.1,0.28,0.46,0.1081,2.02511,Stable
51.22,18.93,25.2,49.6,17.0,36.44,164.01,3.14,0.3,0.47,0.1074,2.01254,Stable
51.65,18.93,25.6,50.0,17.3,36.79,171.88,3.18,0.33,0.47,0.1066,1.9965,Stable
52.08,18.93,26.0,50.3,17.5,37.15,179.74,3.22,0.35,0.47,0.1058,1.98426,Stable
52.52,18.93,26.4,50.7,17.7,37.5,187.61,3.26,0.37,0.47,0.1051,1.97083,Stable
52.95,18.93,26.8,51.0,18.0,37.85,195.48,3.3,0.4,0.48,0.1044,1.96001,Stable
53.38,18.94,27.2,51.4,18.2,38.21,203.34,3.34,0.42,0.48,0.1036,1.94687,Stable
53.82,18.94,27.6,51.8,18.4,38.56,211.21,3.38,0.44,0.48,0.103,1.93577,Stable
54.25,18.93,28.0,52.1,18.7,38.92,219.07,3.42,0.47,0.48,0.1024,1.92773,Stable
54.68,18.93,28.4,52.5,18.9,39.27,226.94,3.46,0.49,0.49,0.1017,1.91673,Stable
55.12,18.94,28.8,52.8,19.2,39.63,234.81,3.5,0.51,0.49,0.1011,1.91592,Stable
55.55,18.93,29.2,53.2,19.4,39.98,242.67,3.54,0.54,0.49,0.1005,1.8993,Stable
55.98,18.94,29.6,53.5,19.6,40.33,250.54,3.57,0.56,0.49,0.0999,1.89241,Stable
56.42,18.94,30.0,53.9,19.9,40.69,258.4,3.61,0.58,0.5,0.0993,1.8901,Stable
56.85,18.94,30.4,54.2,20.1,41.04,266.27,3.65,0.61,0.5,0.0987,1.87669,Stable
57.28,18.94,30.8,54.6,20.3,41.4,274.14,3.69,0.63,0.5,0.0982,1.86825,Stable
57.71,18.93,31.2,54.9,20.6,41.75,282.0,3.73,0.65,0.5,0.0977,1.86961,Stable
58.15,18.94,31.5,55.3,20.8,42.11,289.87,3.77,0.68,0.5,0.0975,1.85883,Stable
58.58,18.93,31.9,55.6,21.0,42.46,297.74,3.81,0.7,0.51,0.097,1.85364,Stable
59.01,18.93,32.3,56.0,21.3,42.82,305.6,3.85,0.73,0.51,0.0965,1.8466,Stable
59.45,18.93,32.7,56.4,21.5,43.17,313.47,3.89,0.75,0.51,0.096,1.83879,Stable
59.88,18.93,33.1,56.7,21.8,43.52,321.33,3.93,0.77,0.51,0.0956,1.84077,Stable
5.17,18.96,33.8,57.7,22.6,45.18,366.01,4.19,0.95,0.53,0.0081,1.27466,Stable
5.61,18.96,34.2,58.0,22.8,45.54,373.88,4.23,0.97,0.54,0.0087,1.27916,Stable
6.04,18.95,34.6,58.4,23.1,45.89,381.74,4.27,1.0,0.54,0.0092,1.2825,Stable
6.47,18.96,35.0,58.7,23.3,46.25,389.61,4.31,1.02,0.54,0.0097,1.28651,Stable
6.91,18.96,35.4,59.1,23.6,46.6,397.47,4.35,1.05,0.54,0.0103,1.29084,Stable
7.34,18.96,35.8,59.4,23.8,46.95,405.34,4.39,1.07,0.55,0.0108,1.29592,Stable
7.77,18.95,36.1,59.8,24.0,47.31,413.21,4.43,1.09,0.55,0.0114,1.3033,Stable
8.21,18.95,36.5,15.1,24.3,47.66,421.07,4.47,1.12,0.55,0.0119,3.48139,Stable
8.64,18.96,36.9,15.5,24.5,48.02,428.94,4.51,1.14,0.55,0.0123,3.44924,Stable
9.07,18.96,37.3,15.8,24.7,48.37,436.81,4.54,1.16,0.56,0.0128,3.43608,Stable
9.51,18.95,37.7,16.2,25.0,48.73,444.67,4.58,1.19,0.56,0.0133,3.41838,Stable
9.94,18.95,38.1,16.6,25.2,49.08,452.54,4.62,1.21,0.56,0.0138,3.39291,Stable
10.37,18.96,38.5,16.9,25.4,49.43,460.4,4.66,1.23,0.56,0.0142,3.38179,Stable
10.8,18.94,38.9,17.3,25.7,49.79,468.27,4.7,1.26,0.57,0.0147,3.37041,Stable
11.24,18.95,39.3,17.6,25.9,5.14,476.14,4.74,1.28,0.57,0.0151,2.45559,Stable
11.67,18.95,39.7,18.0,26.2,5.5,484.0,4.78,1.3,0.57,0.0155,2.46516,Stable
12.1,18.95,40.1,18.3,26.4,5.85,491.87,4.82,1.33,0.57,0.0159,2.47463,Stable
12.54,18.95,40.5,18.7,26.6,6.21,499.73,4.86,1.35,0.57,0.0163,2.47947,Stable
12.97,18.95,40.9,19.0,26.9,6.56,507.6,4.9,1.37,0.58,0.0167,2.50318,Stable
13.4,18.95,41.3,19.4,27.1,6.91,515.47,4.94,1.4,0.58,0.0171,2.50824,Stable
13.84,18.95,41.6,19.8,27.3,7.27,523.33,4.98,1.42,0.58,0.0176,2.51568,Stable
14.27,18.96,42.0,20.1,27.6,7.62,531.2,0.03,1.44,0.58,0.0179,2.37297,Stable
14.7,18.95,42.4,20.5,27.8,7.98,539.07,0.07,1.47,0.59,0.0183,2.37509,Stable
15.14,18.96,42.8,20.8,28.0,8.33,546.93,0.1,1.49,0.59,0.0187,2.38426,Stable
15.57,18.95,43.2,21.2,28.3,8.69,554.8,0.14,1.51,0.59,0.019,2.39684,Stable
16.0,18.96,43.6,21.5,28.5,9.04,562.66,0.18,1.54,0.59,0.0194,2.40689,Stable
16.43,18.95,44.0,21.9,28.8,9.39,570.53,0.22,1.56,0.6,0.0197,2.42009,Stable
16.87,18.95,44.4,22.2,29.0,9.75,578.4,0.26,1.58,0.6,0.0201,2.43229,Stable
17.3,18.96,44.8,22.6,29.2,10.1,586.26,0.3,1.61,0.3,0.0204,2.43551,Stable
17.73,18.95,45.2,22.9,29.5,10.46,594.13,0.34,1.63,0.3,0.0207,2.45681,Stable
18.17,18.95,45.6,23.3,29.7,10.81,601.99,0.38,1.65,0.31,0.021,2.46208,Stable
18.6,18.96,46.0,23.6,29.9,11.17,609.86,0.42,1.68,0.31,0.0213,2.47303,Stable
19.03,18.96,46.4,24.0,30.2,11.52,617.73,0.46,1.7,0.31,0.0216,2.48814,Stable
19.47,18.95,46.8,24.4,30.4,11.87,625.59,0.5,1.72,0.31,0.022,2.49515,Stable
19.9,18.95,47.2,24.7,30.6,12.23,633.46,0.54,1.75,0.32,0.0222,2.50546,Stable
20.33,18.96,47.6,25.1,30.9,12.58,641.32,0.58,1.77,0.32,0.0225,2.51998,Stable
20.76,18.95,48.0,25.4,31.1,12.94,649.19,0.62,1.79,0.32,0.0228,2.53223,Stable
21.2,18.95,48.4,25.8,31.4,13.29,657.06,0.65,1.82,0.32,0.0231,2.54444,Stable
21.63,18.96,48.7,26.1,31.6,13.65,664.92,0.69,1.84,0.32,0.0234,2.55687,Stable
22.06,18.95,49.1,26.5,31.8,14.0,672.79,0.73,1.86,0.33,0.0237,2.56281,Stable
22.5,18.96,49.5,26.8,32.1,14.36,680.66,0.77,1.89,0.33,0.024,2.58222,Stable
22.93,18.96,49.9,27.2,32.3,14.71,688.52,0.81,1.91,0.33,0.0242,2.58738,Stable
23.36,18.95,50.3,27.5,32.5,15.06,696.39,0.85,1.93,0.33,0.0245,2.59978,Stable
23.8,18.96,50.7,27.9,32.8,15.42,704.25,0.89,1.96,0.34,0.0248,2.61436,Stable
24.23,18.95,51.1,28.2,33.0,15.77,712.12,0.93,1.98,0.34,0.025,2.62625,Stable
24.66,18.95,51.5,28.6,33.2,16.13,719.99,0.97,2.0,0.34,0.0253,2.63439,Stable
25.1,18.95,51.9,29.0,33.5,16.48,727.85,1.01,2.03,0.34,0.0255,2.64918,Stable
25.53,18.95,52.3,29.3,33.7,16.84,735.72,1.05,2.05,0.35,0.0258,2.66229,Stable
25.96,18.95,52.7,29.7,34.0,17.19,743.58,1.09,2.07,0.35,0.026,2.67848,Stable
26.39,18.95,53.1,30.0,34.2,17.54,751.45,1.13,2.1,0.35,0.0262,2.68985,Stable
26.83,18.96,53.5,30.4,34.4,17.9,759.32,1.17,2.12,0.35,0.0265,2.69741,Stable
27.26,18.96,53.9,30.7,34.7,18.25,767.18,1.2,2.14,0.36,0.0267,2.71753,Stable
27.69,18.95,54.2,31.1,34.9,18.61,775.05,1.24,2.17,0.36,0.027,2.72598,Stable
28.13,18.95,54.6,31.4,35.1,18.96,782.92,1.28,2.19,0.36,0.0272,2.73784,Stable
28.56,18.95,55.0,31.8,35.4,19.32,790.78,1.32,2.21,0.36,0.0274,2.75383,Stable
28.99,18.95,55.4,32.2,35.6,19.67,798.65,1.36,2.24,0.36,0.0276,2.75914,Stable
29.43,18.95,55.8,32.5,35.8,20.02,806.51,1.4,2.26,0.37,0.0278,2.77061,Stable
29.86,18.95,56.2,32.9,36.1,20.38,814.38,1.44,2.28,0.37,0.028,2.78646,Stable
30.29,18.95,56.6,33.2,36.3,20.73,822.25,1.48,2.31,0.37,0.0282,2.79718,Stable
30.73,18.96,57.0,33.6,36.6,21.09,830.11,1.52,2.33,0.37,0.0284,2.81293,Stable
31.16,18.95,57.4,33.9,36.8,21.44,837.98,1.56,2.35,0.38,0.0286,2.82534,Stable
31.59,18.95,57.8,34.3,37.0,21.8,845.84,1.6,2.38,0.38,0.0288,2.83152,Stable
32.02,18.95,58.2,34.6,37.3,22.15,853.71,1.64,2.4,0.38,0.029,2.85319,Stable
32.46,18.95,58.6,35.0,37.5,22.5,861.58,1.68,2.42,0.38,0.0292,2.86048,Stable
32.89,18.96,59.0,35.3,37.7,22.86,869.44,1.72,2.45,0.39,0.0294,2.87159,Stable
33.32,18.95,59.4,35.7,38.0,23.21,877.31,1.75,2.47,0.39,0.0296,2.88806,Stable
33.76,18.96,59.8,36.0,38.2,23.57,885.18,1.79,2.49,0.39,0.0298,2.90035,Stable
34.19,18.96,10.2,36.4,38.4,23.92,893.04,1.83,2.52,0.39,0.1768,7.76705,Stable
34.62,18.95,10.6,36.8,38.7,24.28,900.91,1.87,2.54,0.4,0.1724,7.67714,Stable
35.06,18.95,11.0,37.1,38.9,24.63,908.77,1.91,2.57,0.4,0.1682,7.5754,Stable
35.49,18.95,11.3,37.5,39.2,24.99,916.64,1.95,2.59,0.4,0.1657,7.54517,Stable
35.92,18.96,11.7,37.8,39.4,25.34,924.51,1.99,2.61,0.4,0.1619,7.45529,Stable
36.36,18.96,12.1,38.2,39.6,25.69,932.37,2.03,2.64,0.4,0.1585,7.36642,Stable
36.79,18.95,12.5,38.5,39.9,26.05,940.24,2.07,2.66,0.41,0.1553,7.3187,Stable
37.22,18.95,12.9,38.9,10.1,26.4,948.1,2.11,2.68,0.41,0.1523,2.32523,Stable
37.65,18.95,13.3,39.2,10.3,26.76,955.97,2.15,2.71,0.41,0.1494,2.31189,Stable
38.09,18.95,13.7,39.6,10.6,27.11,963.84,2.19,2.73,0.41,0.1467,2.31096,Stable
38.52,18.95,14.1,40.0,10.8,27.47,971.7,2.23,2.75,0.42,0.1442,2.29857,Stable
38.95,18.96,14.5,40.3,11.0,27.82,979.57,2.27,2.78,0.42,0.1417,2.28766,Stable
39.39,18.95,14.9,40.6,11.3,28.17,987.44,2.3,2.8,0.42,0.1395,2.29193,Stable
39.82,18.96,15.3,41.0,11.5,28.53,995.3,2.34,2.82,0.42,0.1373,2.28134,Stable
40.25,18.96,15.7,41.4,11.8,28.88,4.17,2.38,2.85,0.43,0.1352,1.33238,Stable
40.69,18.96,16.1,41.7,12.0,29.24,12.03,2.42,2.87,0.43,0.1333,1.32197,Stable
41.12,18.95,16.5,42.1,12.2,29.59,19.9,2.46,2.89,0.43,0.1315,1.31048,Stable
41.55,18.95,16.8,42.4,12.5,29.95,27.77,2.5,2.92,0.43,0.1305,1.3095,Stable
41.99,18.96,17.2,42.8,12.7,30.3,35.63,2.54,2.94,0.44,0.1288,1.29872,Stable
42.42,18.95,17.6,43.1,12.9,30.65,43.5,2.58,2.96,0.44,0.1272,1.29035,Stable
42.85,18.96,18.0,43.5,13.2,31.01,51.36,2.62,2.99,0.44,0.1256,1.28345,Stable
43.28,18.95,18.4,43.8,13.4,31.36,59.23,2.66,0.04,0.44,0.1241,2.28549,Stable
43.72,18.96,18.8,44.2,13.6,31.72,67.1,2.7,0.06,0.45,0.1227,2.25207,Stable
44.15,18.96,19.2,44.6,13.9,32.07,74.96,2.74,0.09,0.45,0.1213,2.21804,Stable
44.58,18.95,19.6,44.9,14.1,32.43,82.83,2.78,0.11,0.45,0.12,2.19283,Stable
45.02,18.96,20.0,45.3,14.4,32.78,90.69,2.82,0.13,0.45,0.1187,2.17625,Stable
45.45,18.96,20.4,45.6,14.6,33.13,98.56,2.85,0.16,0.45,0.1175,2.14192,Stable
45.88,18.95,20.8,46.0,14.8,33.49,106.43,2.89,0.18,0.46,0.1164,2.12022,Stable
46.32,18.95,21.2,46.3,15.1,33.84,114.29,2.93,0.2,0.46,0.1153,2.1107,Stable
46.75,18.96,21.6,46.7,15.3,34.2,122.16,2.97,0.23,0.46,0.1142,2.07909,Stable
47.18,18.95,22.0,47.0,15.5,34.55,130.03,3.01,0.25,0.46,0.1132,2.063,Stable
47.62,18.95,22.4,47.4,15.8,34.91,137.89,3.05,0.27,0.47,0.1122,2.05417,Stable
48.05,18.95,22.8,47.7,16.0,35.26,145.76,3.09,0.3,0.47,0.1112,2.02933,Stable
48.48,18.95,23.2,48.1,16.2,35.62,153.62,3.13,0.32,0.47,0.1103,2.01346,Stable
48.91,18.95,23.5,48.4,16.5,35.97,161.49,3.17,0.34,0.47,0.1098,2.01435,Stable
49.35,18.95,23.9,48.8,16.7,36.32,169.36,3.21,0.37,0.48,0.109,1.99111,Stable
49.78,18.95,24.3,49.2,17.0,36.68,177.22,3.25,0.39,0.48,0.1081,1.98502,Stable
50.21,18.95,24.7,49.5,17.2,37.03,185.09,3.29,0.41,0.48,0.1073,1.97383,Stable
50.65,18.96,25.1,49.9,17.4,37.39,192.95,3.33,0.44,0.48,0.1064,1.95184,Stable
51.08,18.95,25.5,50.2,17.6,37.74,200.82,3.37,0.46,0.49,0.1057,1.94277,Stable
51.51,18.95,25.9,50.6,17.9,38.1,208.69,3.4,0.48,0.49,0.105,1.94009,Stable
51.95,18.95,26.3,50.9,18.1,38.45,216.55,3.44,0.51,0.49,0.1042,1.92357,Stable
52.38,18.95,26.7,51.3,18.4,38.8,224.42,3.48,0.53,0.49,0.1035,1.92081,Stable
52.81,18.95,27.1,51.6,18.6,39.16,232.29,3.52,0.55,0.49,0.1028,1.91313,Stable
53.25,18.96,27.5,52.0,18.8,39.51,240.15,3.56,0.58,0.5,0.1021,1.89636,Stable
53.68,18.96,27.9,52.4,19.1,39.87,248.02,3.6,0.6,0.5,0.1015,1.89499,Stable
54.11,18.95,28.3,52.7,19.3,40.22,255.88,3.64,0.62,0.5,0.1009,1.88907,Stable
54.54,18.95,28.7,53.1,19.5,40.58,263.75,3.68,0.65,0.5,0.1003,1.87442,Stable
54.98,18.96,29.1,53.4,19.8,40.93,271.62,3.72,0.67,0.51,0.0996,1.87476,Stable
55.41,18.95,29.4,53.8,20.0,41.28,279.48,3.76,0.69,0.51,0.0995,1.87225,Stable
55.84,18.96,29.8,54.1,20.2,41.64,287.35,3.8,0.72,0.51,0.0988,1.85993,Stable
56.28,18.95,30.2,54.5,20.5,41.99,295.21,3.84,0.74,0.51,0.0983,1.85996,Stable
56.71,18.96,30.6,54.8,20.7,42.35,303.08,3.88,0.76,0.52,0.0977,1.85441,Stable
57.14,18.96,31.0,55.2,21.0,42.7,310.95,3.92,0.79,0.52,0.0972,1.84863,Stable
57.58,18.95,31.4,55.5,21.2,43.06,318.81,3.95,0.81,0.52,0.0968,1.84599,Stable
58.01,18.95,31.8,55.9,21.4,43.41,326.68,3.99,0.83,0.52,0.0963,1.83918,Stable
58.44,18.95,32.2,56.2,21.7,43.76,334.55,4.03,0.86,0.53,0.0958,1.83642,Stable
58.88,18.95,32.6,56.6,21.9,44.12,342.41,4.07,0.88,0.53,0.0953,1.82973,Stable
59.31,18.95,33.0,57.0,22.1,44.47,350.28,4.11,0.9,0.53,0.0948,1.82312,Stable
59.74,18.95,33.4,57.3,22.4,44.83,358.14,4.15,0.93,0.53,0.0944,1.82127,Stable
5.23,18.97,34.2,58.4,23.4,46.64,406.3,4.43,1.12,0.55,0.0081,1.28276,Stable
5.66,18.97,34.6,58.8,23.6,47.0,414.17,4.47,1.14,0.56,0.0086,1.28657,Stable
6.09,18.97,35.0,59.1,23.8,47.35,422.04,4.51,1.16,0.56,0.0092,1.29296,Stable
6.53,18.97,35.4,59.5,24.1,47.71,429.9,4.55,1.19,0.56,0.0097,1.29823,Stable
6.96,18.97,35.8,59.8,24.3,48.06,437.77,4.59,1.21,0.56,0.0102,1.30459,Stable
7.39,18.97,36.2,15.2,24.5,48.41,445.63,4.63,1.23,0.57,0.0108,3.5154,Stable
7.83,18.97,36.6,15.5,24.8,48.77,453.5,4.67,1.26,0.57,0.0113,3.51097,Stable
8.26,18.96,37.0,15.9,25.0,49.12,461.37,4.71,1.28,0.57,0.0118,3.48262,Stable
8.69,18.97,37.4,16.2,25.2,49.48,469.23,4.75,1.31,0.57,0.0122,3.46413,Stable
9.13,18.97,37.8,16.6,25.5,49.83,477.1,4.78,1.33,0.58,0.0127,3.45449,Stable
9.56,18.96,38.2,17.0,25.7,5.19,484.96,4.82,1.35,0.58,0.0132,2.48297,Stable
9.99,18.96,38.6,17.3,26.0,5.54,492.83,4.86,1.38,0.58,0.0137,2.50139,Stable
10.42,18.97,39.0,17.7,26.2,5.89,500.7,4.9,1.4,0.58,0.0141,2.50073,Stable
10.86,18.96,39.3,18.0,26.4,6.25,508.56,4.94,1.42,0.58,0.0146,2.51482,Stable
11.29,18.97,39.7,18.4,26.7,6.6,516.43,4.98,1.45,0.59,0.015,2.53,Stable
11.72,18.97,40.1,18.7,26.9,6.96,524.3,0.03,1.47,0.59,0.0154,2.38464,Stable
12.16,18.97,40.5,19.1,27.1,7.31,532.16,0.07,1.49,0.59,0.0158,2.38625,Stable
12.59,18.96,40.9,19.4,27.4,7.67,540.03,0.11,1.52,0.59,0.0162,2.40539,Stable
13.02,18.96,41.3,19.8,27.6,8.02,547.89,0.15,1.54,0.6,0.0166,2.40726,Stable
13.46,18.96,41.7,20.2,27.8,8.38,555.76,0.19,1.56,0.6,0.017,2.40997,Stable
13.89,18.96,42.1,20.5,28.1,8.73,563.63,0.23,1.59,0.3,0.0174,2.42919,Stable
14.32,18.97,42.5,20.9,28.3,9.08,571.49,0.27,1.61,0.3,0.0178,2.43235,Stable
14.75,18.97,42.9,21.2,28.6,9.44,579.36,0.31,1.63,0.31,0.0181,2.45251,Stable
15.19,18.98,43.3,21.6,28.8,9.79,587.22,0.34,1.66,0.31,0.0185,2.45417,Stable
15.62,18.97,43.7,21.9,29.0,10.15,595.09,0.38,1.68,0.31,0.0188,2.46566,Stable
16.05,18.97,44.1,22.3,29.3,10.5,602.96,0.42,1.7,0.31,0.0192,2.48023,Stable
16.49,18.97,44.5,22.6,29.5,10.86,610.82,0.46,1.73,0.32,0.0195,2.49099,Stable
16.92,18.97,44.8,23.0,29.7,11.21,618.69,0.5,1.75,0.32,0.0199,2.49785,Stable
17.35,18.97,45.2,23.3,30.0,11.56,626.55,0.54,1.77,0.32,0.0202,2.51921,Stable
17.79,18.97,45.6,23.7,30.2,11.92,634.42,0.58,1.8,0.32,0.0206,2.5251,Stable
18.22,18.96,46.0,24.0,30.4,12.27,642.29,0.62,1.82,0.32,0.0209,2.5376,Stable
18.65,18.97,46.4,24.4,30.7,12.63,650.15,0.66,1.84,0.33,0.0212,2.55263,Stable
19.09,18.97,46.8,24.8,30.9,12.98,658.02,0.7,1.87,0.33,0.0215,2.55724,Stable
19.52,18.97,47.2,25.1,31.2,13.34,665.89,0.74,1.89,0.33,0.0218,2.57868,Stable
19.95,18.97,47.6,25.5,31.4,13.69,673.75,0.78,1.91,0.33,0.0221,2.584,Stable
20.38,18.98,48.0,25.8,31.6,14.04,681.62,0.82,1.94,0.34,0.0224,2.59419,Stable
20.82,18.97,48.4,26.2,31.9,14.4,689.48,0.86,1.96,0.34,0.0227,2.60954,Stable
21.25,18.96,48.8,26.5,32.1,14.75,697.35,0.9,1.98,0.34,0.023,2.62163,Stable
21.68,18.97,49.2,26.9,32.3,15.11,705.22,0.93,2.01,0.34,0.0232,2.62425,Stable
22.12,18.96,49.6,27.2,32.6,15.46,713.08,0.97,2.03,0.35,0.0235,2.64554,Stable
22.55,18.97,50.0,27.6,32.8,15.82,720.95,1.01,2.05,0.35,0.0238,2.65163,Stable
22.98,18.97,50.4,27.9,33.0,16.17,728.81,1.05,2.08,0.35,0.024,2.66217,Stable
23.42,18.97,50.8,28.3,33.3,16.52,736.68,1.09,2.1,0.35,0.0243,2.6783,Stable
23.85,18.98,51.2,28.6,33.5,16.88,744.55,1.13,2.12,0.36,0.0245,2.68987,Stable
24.28,18.97,51.6,29.0,33.8,17.23,752.41,1.17,2.15,0.36,0.0248,2.70711,Stable
24.72,18.97,51.9,29.4,34.0,17.59,760.28,1.21,2.17,0.36,0.0251,2.7162,Stable
25.15,18.97,52.3,29.7,34.2,17.94,768.15,1.25,2.19,0.36,0.0253,2.72853,Stable
25.58,18.97,52.7,30.1,34.4,18.3,776.01,1.29,2.22,0.37,0.0256,2.73567,Stable
26.01,18.96,53.1,30.4,34.7,18.65,783.88,1.33,2.24,0.37,0.0258,2.75784,Stable
26.45,18.97,53.5,30.8,34.9,19.0,791.74,1.37,2.26,0.37,0.0261,2.76491,Stable
26.88,18.97,53.9,31.1,35.2,19.36,799.61,1.41,2.29,0.37,0.0263,2.78573,Stable
27.31,18.98,54.3,31.5,35.4,19.71,807.48,1.45,2.31,0.37,0.0265,2.79169,Stable
27.75,18.96,54.7,31.8,35.6,20.07,815.34,1.48,2.33,0.38,0.0268,2.80405,Stable
28.18,18.97,55.1,32.2,35.9,20.42,823.21,1.52,2.36,0.38,0.027,2.81841,Stable
28.61,18.97,55.5,32.6,36.1,20.78,831.07,1.56,2.38,0.38,0.0272,2.82472,Stable
29.05,18.96,55.9,32.9,36.3,21.13,838.94,1.6,2.4,0.38,0.0274,2.83686,Stable
